ID,Year,Olympic_CC,GDP,Population
20781,2015,BRA,15656.27,205962108
20782,2016,BRA,15181.47,207652865
20783,2017,BRA,15483.54,209288278
20784,1990,BRN,22694.91,495931
20785,1991,BRN,25375.92,509765
20786,1992,BRN,26985.49,523087
20787,1993,BRN,30419.88,536213
20788,1994,BRN,30235.41,549588
20789,1995,BRN,31276.03,563699
20790,1996,BRN,32298.22,578668
20791,1997,BRN,32941.36,594930
20792,1998,BRN,33826.53,613702
20793,1999,BRN,34535.52,636545
20794,2000,BRN,35622.6,664614
20795,2001,BRN,35578.88,697549
20796,2002,BRN,35516.29,735148
20797,2003,BRN,36258.09,778711
20798,2004,BRN,37399.84,829848
20799,2005,BRN,38466.56,889168
20800,2006,BRN,39163.12,958414
20801,2007,BRN,40282.97,1035891
20802,2008,BRN,40557.02,1114590
20803,2009,BRN,39412.17,1185029
20804,2010,BRN,39749.85,1240862
20805,2011,BRN,40164.58,1278269
20806,2012,BRN,41714.84,1300217
20807,2013,BRN,44168.38,1315411
20808,2014,BRN,46180.04,1336397
20809,2015,BRN,46775.74,1371855
20810,2016,BRN,47066.76,1425171
20811,2017,BRN,47526.9,1492584
20812,1990,BRU,54726.56,258785
20813,1991,BRU,56686.66,266274
20814,1992,BRU,59033.17,273963
20815,1993,BRU,58946.13,281751
20816,1994,BRU,60426.85,289525
20817,1995,BRU,62787.25,297192
20818,1996,BRU,64153.18,304699
20819,1997,BRU,62779.11,312038
20820,1998,BRU,61685.81,319222
20821,1999,BRU,63143.48,326289
20822,2000,BRU,65034.83,333241
20823,2001,BRU,66960.52,340117
20824,2002,BRU,69246.75,346867
20825,2003,BRU,71337.24,353389
20826,2004,BRU,72411.58,359523
20827,2005,BRU,73873.29,365158
20828,2006,BRU,78398.19,370250
20829,2007,BRU,79616.87,374864
20830,2008,BRU,78682.98,379252
20831,2009,BRU,76964.32,383772
20832,2010,BRU,78923.39,388662
20833,2011,BRU,82434.88,394013
20834,2012,BRU,83504.3,399748
20835,2013,BRU,81827.27,405716
20836,2014,BRU,80155.54,411704
20837,2015,BRU,79439.06,417542
20838,2016,BRU,77420.61,423196
20839,2017,BRU,78836.12,428697
20840,1990,BUL,5190.8,8718289
20841,1991,BUL,4959.48,8632367
20842,1992,BUL,4754.42,8540164
20843,1993,BUL,4833.89,8472313
20844,1994,BUL,5043.62,8443591
20845,1995,BUL,5319.72,8406067
20846,1996,BUL,5623.43,8362826
20847,1997,BUL,5686.06,8312068
20848,1998,BUL,6008.41,8256786
20849,1999,BUL,5751.47,8210624
20850,2000,BUL,6376.86,8170172
20851,2001,BUL,6914.69,8009142
20852,2002,BUL,7726.4,7837161
20853,2003,BUL,8342.57,7775327
20854,2004,BUL,9126.07,7716860
20855,2005,BUL,10211.31,7658972
20856,2006,BUL,11315.01,7601022
20857,2007,BUL,12798.69,7545338
20858,2008,BUL,14328.93,7492561
20859,2009,BUL,14143.61,7444443
20860,2010,BUL,14948.6,7395599
20861,2011,BUL,15676.15,7348328
20862,2012,BUL,16208.21,7305888
20863,2013,BUL,16631.66,7265115
20864,2014,BUL,17508.89,7223938
20865,2015,BUL,18115.23,7177991
20866,2016,BUL,19242.62,7127822
20867,2017,BUL,20329.34,7075991
20868,1990,BUR,545.73,8811034
20869,1991,BUR,598.79,9050084
20870,1992,BUR,597.55,9297113
20871,1993,BUR,616.03,9552476
20872,1994,BUR,620.26,9816588
20873,1995,BUR,651.26,10089878
20874,1996,BUR,716.12,10372745
20875,1997,BUR,753.13,10665546
20876,1998,BUR,794.35,10968724
20877,1999,BUR,842.12,11282701
20878,2000,BUR,852.39,11607942
20879,2001,BUR,903.27,11944587
20880,2002,BUR,929.93,12293100
20881,2003,BUR,993.27,12654621
20882,2004,BUR,1035.52,13030569
20883,2005,BUR,1127.56,13421930
20884,2006,BUR,1198.51,13829177
20885,2007,BUR,1261.42,14252021
20886,2008,BUR,1338.86,14689726
20887,2009,BUR,1347.58,15141099
20888,2010,BUR,1394.58,15605217
20889,2011,BUR,1472.72,16081904
20890,2012,BUR,1549.48,16571216
20891,2013,BUR,1616.78,17072723
20892,2014,BUR,1666.89,17585977
20893,2015,BUR,1699.88,18110624
20894,2016,BUR,1771.16,18646433
20895,2017,BUR,1869.76,19193382
20896,1990,CAF,597.89,2939780
20897,1991,CAF,599.13,3014624
20898,1992,CAF,558.38,3095807
20899,1993,CAF,558.18,3181222
20900,1994,CAF,582.17,3267670
20901,1995,CAF,620.94,3352767
20902,1996,CAF,592.31,3435821
20903,1997,CAF,619.68,3517309
20904,1998,CAF,641.25,3597385
20905,1999,CAF,659.98,3676508
20906,2000,CAF,644.44,3754986
20907,2001,CAF,674.68,3832203
20908,2002,CAF,696.11,3907612
20909,2003,CAF,659.18,3981665
20910,2004,CAF,704.92,4055036
20911,2005,CAF,721.25,4127910
20912,2006,CAF,765.19,4201758
20913,2007,CAF,807.52,4275800
20914,2008,CAF,826.81,4345386
20915,2009,CAF,836.01,4404230
20916,2010,CAF,863.32,4448525
20917,2011,CAF,904.61,4476153
20918,2012,CAF,956.12,4490416
20919,2013,CAF,613.73,4499653
20920,2014,CAF,629.05,4515392
20921,2015,CAF,661.89,4546100
20922,2016,CAF,693.31,4594621
20923,2017,CAF,725.95,4659080
20924,1990,CAM,,8973342
20925,1991,CAM,,9286976
20926,1992,CAM,,9621504
20927,1993,CAM,1145.5,9968275
20928,1994,CAM,737,10315376
20929,1995,CAM,800.63,10653558
20930,1996,CAM,837.64,10980273
20931,1997,CAM,861.35,11295880
20932,1998,CAM,887.74,11597739
20933,1999,CAM,991.4,11883636
20934,2000,CAM,1097.76,12152354
20935,2001,CAM,1182.05,12402473
20936,2002,CAM,1255.64,12634729
20937,2003,CAM,1366,12853124
20938,2004,CAM,1523.78,13063377
20939,2005,CAM,1753.44,13270201
20940,2006,CAM,1971.63,13474489
20941,2007,CAM,2197.83,13676693
20942,2008,CAM,2355.79,13880509
20943,2009,CAM,2340.38,14090208
20944,2010,CAM,2471.89,14308740
20945,2011,CAM,2658.71,14537886
20946,2012,CAM,2858.71,14776866
20947,2013,CAM,3067.55,15022692
20948,2014,CAM,3291.28,15270790
20949,2015,CAM,3504.42,15517635
20950,2016,CAM,3736.96,15762370
20951,2017,CAM,4001.76,16005373
20952,1990,CAN,20107.83,27791000
20953,1991,CAN,20060.67,28171682
20954,1992,CAN,20446.63,28519597
20955,1993,CAN,21255.05,28833410
20956,1994,CAN,22465.8,29111906
20957,1995,CAN,23354.27,29354000
20958,1996,CAN,23904.85,29671900
20959,1997,CAN,25088,29987200
20960,1998,CAN,26117.61,30247900
20961,1999,CAN,27656.68,30499200
20962,2000,CAN,29185.36,30769700
20963,2001,CAN,30073.91,31081900
20964,2002,CAN,30851.31,31362000
20965,2003,CAN,32189.06,31676000
20966,2004,CAN,33754.87,31995000
20967,2005,CAN,36134.6,32312000
20968,2006,CAN,38009.88,32570505
20969,2007,CAN,39441.97,32887928
20970,2008,CAN,40277.62,33245773
20971,2009,CAN,38791.07,33628571
20972,2010,CAN,40027.24,34005274
20973,2011,CAN,41565.27,34342780
20974,2012,CAN,42145.1,34750545
20975,2013,CAN,44101.47,35152370
20976,2014,CAN,45519.79,35535348
20977,2015,CAN,44647.36,35832513
20978,2016,CAN,44819.48,36264604
20979,2017,CAN,46704.89,36708083
20980,1990,CAY,,25010
20981,1991,CAY,,26213
20982,1992,CAY,,27404
20983,1993,CAY,,28646
20984,1994,CAY,,30055
20985,1995,CAY,,31672
20986,1996,CAY,,33536
20987,1997,CAY,,35597
20988,1998,CAY,,37740
20989,1999,CAY,,39808
20990,2000,CAY,,41687
20991,2001,CAY,,43316
20992,2002,CAY,,44738
20993,2003,CAY,,46028
20994,2004,CAY,,47299
20995,2005,CAY,,48622
20996,2006,CAY,,50031
20997,2007,CAY,,51483
20998,2008,CAY,,52926
20999,2009,CAY,,54279
21000,2010,CAY,,55507
21001,2011,CAY,49903.03,56579
21002,2012,CAY,,57523
21003,2013,CAY,,58371
21004,2014,CAY,,59172
21005,2015,CAY,,59963
21006,2016,CAY,,60765
21007,2017,CAY,,61559
21008,1990,CGO,3322.42,2440457
21009,1991,CGO,3420.88,2507772
21010,1992,CGO,3493.76,2577035
21011,1993,CGO,3446.26,2648507
21012,1994,CGO,3235.87,2722497
21013,1995,CGO,3340.82,2799255
21014,1996,CGO,3449.22,2879222
21015,1997,CGO,3388.37,2962470
21016,1998,CGO,3452.94,3048453
21017,1999,CGO,3319.55,3136344
21018,2000,CGO,3551.09,3225727
21019,2001,CGO,3667.71,3315806
21020,2002,CGO,3790.19,3407180
21021,2003,CGO,3791.13,3502519
21022,2004,CGO,3915.74,3605439
21023,2005,CGO,4223.07,3718243
21024,2006,CGO,4474.88,3842365
21025,2007,CGO,4369.05,3976246
21026,2008,CGO,4543.92,4115435
21027,2009,CGO,4760.44,4253712
21028,2010,CGO,5081.43,4386693
21029,2011,CGO,5213.95,4512730
21030,2012,CGO,5368.27,4633363
21031,2013,CGO,5502.48,4751393
21032,2014,CGO,5834.01,4871101
21033,2015,CGO,5902.43,4995648
21034,2016,CGO,5662.8,5125821
21035,2017,CGO,5359.07,5260750
21036,1990,CHA,717.71,5956859
21037,1991,CHA,779.61,6150081
21038,1992,CHA,834.19,6349089
21039,1993,CHA,697.19,6555603
21040,1994,CHA,759.13,6772133
21041,1995,CHA,758.93,7000722
21042,1996,CHA,763.68,7241134
21043,1997,CHA,793.05,7493251
21044,1998,CHA,827.99,7759258
21045,1999,CHA,805.58,8041846
21046,2000,CHA,787.23,8342559
21047,2001,CHA,865.78,8663012
21048,2002,CHA,917.83,9001689
21049,2003,CHA,1033.58,9353201
21050,2004,CHA,1367,9710043
21051,2005,CHA,1596.84,10067009
21052,2006,CHA,1600.2,10421597
21053,2007,CHA,1640.78,10775708
21054,2008,CHA,1668.58,11133861
21055,2009,CHA,1695.96,11502786
21056,2010,CHA,1886.25,11887202
21057,2011,CHA,1863.85,12288651
21058,2012,CHA,1999.03,12705135
21059,2013,CHA,2077.06,13133589
21060,2014,CHA,2187.63,13569438
21061,2015,CHA,2201.18,14009413
21062,2016,CHA,2025.74,14452543
21063,2017,CHA,1941.18,14899994
21064,1990,CHI,4507.11,13242132
21065,1991,CHI,4947.37,13457244
21066,1992,CHI,5621.11,13671033
21067,1993,CHI,6123.75,13882668
21068,1994,CHI,6578.46,14091389
21069,1995,CHI,7366.06,14296613
21070,1996,CHI,8028.91,14497826
21071,1997,CHI,8655.3,14694835
21072,1998,CHI,9009.32,14887756
21073,1999,CHI,8995.18,15076952
21074,2000,CHI,9571.98,15262754
21075,2001,CHI,9994.17,15444969
21076,2002,CHI,10343.23,15623635
21077,2003,CHI,10858.8,15799542
21078,2004,CHI,11831.31,15973778
21079,2005,CHI,12774.73,16147064
21080,2006,CHI,15773.82,16319792
21081,2007,CHI,16971.77,16491687
21082,2008,CHI,16551.31,16661942
21083,2009,CHI,16226.21,16829442
21084,2010,CHI,18265.34,16993354
21085,2011,CHI,20437.7,17153357
21086,2012,CHI,21620.28,17309746
21087,2013,CHI,22578.73,17462982
21088,2014,CHI,22978.19,17613798
21089,2015,CHI,22785.82,17762681
21090,2016,CHI,23476.43,17909754
21091,2017,CHI,24634.97,18054726
21092,1990,CHN,986.57,1135185000
21093,1991,CHN,1099.05,1150780000
21094,1992,CHN,1268.27,1164970000
21095,1993,CHN,1461.61,1178440000
21096,1994,CHN,1668.58,1191835000
21097,1995,CHN,1869.47,1204855000
21098,1996,CHN,2070.77,1217550000
21099,1997,CHN,2277.21,1230075000
21100,1998,CHN,2458.63,1241935000
21101,1999,CHN,2664.49,1252735000
21102,2000,CHN,2933.31,1262645000
21103,2001,CHN,3226.85,1271850000
21104,2002,CHN,3551.66,1280400000
21105,2003,CHN,3961.27,1288400000
21106,2004,CHN,4455.21,1296075000
21107,2005,CHN,5092.56,1303720000
21108,2006,CHN,5883.72,1311020000
21109,2007,CHN,6863.98,1317885000
21110,2008,CHN,7635.07,1324655000
21111,2009,CHN,8374.43,1331260000
21112,2010,CHN,9333.12,1337705000
21113,2011,CHN,10384.37,1344130000
21114,2012,CHN,11351.06,1350695000
21115,2013,CHN,12367.97,1357380000
21116,2014,CHN,13440.48,1364270000
21117,2015,CHN,14450.09,1371220000
21118,2016,CHN,15530.63,1378665000
21119,2017,CHN,16806.74,1386395000
21120,1990,CIV,2064.23,12267754
21121,1991,CIV,2059.57,12710008
21122,1992,CIV,2029.04,13163019
21123,1993,CIV,2003.35,13622731
21124,1994,CIV,1995.09,14083611
21125,1995,CIV,2113.23,14540820
21126,1996,CIV,2247.87,14995249
21127,1997,CIV,2302.72,15445986
21128,1998,CIV,2375.05,15884552
21129,1999,CIV,2387.91,16300233
21130,2000,CIV,2336.36,16686561
21131,2001,CIV,2342.85,17040152
21132,2002,CIV,2295.19,17366517
21133,2003,CIV,2268.27,17679355
21134,2004,CIV,2317.61,17997738
21135,2005,CIV,2388.43,18336303
21136,2006,CIV,2450.6,18699435
21137,2007,CIV,2508.37,19085941
21138,2008,CIV,2567.19,19497986
21139,2009,CIV,2612.06,19936366
21140,2010,CIV,2635.84,20401331
21141,2011,CIV,2511.42,20895311
21142,2012,CIV,2762.34,21418603
21143,2013,CIV,2980.27,21966312
21144,2014,CIV,3217.77,22531350
21145,2015,CIV,3451.88,23108472
21146,2016,CIV,3693.65,23695919
21147,2017,CIV,3953.38,24294750
21148,1990,CMR,1952.24,11715218
21149,1991,CMR,1884.81,12060729
21150,1992,CMR,1815.6,12408931
21151,1993,CMR,1664.41,12758881
21152,1994,CMR,1689.49,13109660
21153,1995,CMR,1737.99,13460994
21154,1996,CMR,1799.9,13812472
21155,1997,CMR,1878.48,14165423
21156,1998,CMR,1935.42,14523570
21157,1999,CMR,1998.69,14891891
21158,2000,CMR,2063.82,15274234
21159,2001,CMR,2147.15,15671927
21160,2002,CMR,2214.15,16084886
21161,2003,CMR,2300.1,16513822
21162,2004,CMR,2457.35,16959081
21163,2005,CMR,2519.09,17420795
21164,2006,CMR,2614.41,17899562
21165,2007,CMR,2739.67,18395389
21166,2008,CMR,2812.65,18907008
21167,2009,CMR,2817.99,19432541
21168,2010,CMR,2870.56,19970495
21169,2011,CMR,2969.05,20520447
21170,2012,CMR,3076.86,21082383
21171,2013,CMR,3208.27,21655715
21172,2014,CMR,3367.18,22239904
21173,2015,CMR,3502.41,22834522
21174,2016,CMR,3609.38,23439189
21175,2017,CMR,3694.2,24053727
21176,1990,COD,896.35,34614581
21177,1991,COD,817.49,35914825
21178,1992,COD,719.65,37346147
21179,1993,COD,613.12,38833595
21180,1994,COD,580.23,40273701
21181,1995,COD,577.52,41595744
21182,1996,COD,566.05,42770544
21183,1997,COD,530.27,43830146
21184,1998,COD,515.43,44840529
21185,1999,COD,489.43,45898667
21186,2000,COD,454.31,47076387
21187,2001,COD,442.52,48394338
21188,2002,COD,449.18,49835756
21189,2003,COD,469.06,51390033
21190,2004,COD,498.48,53034217
21191,2005,COD,528.96,54751476
21192,2006,COD,556.03,56543011
21193,2007,COD,587.09,58417562
21194,2008,COD,615.28,60373608
21195,2009,COD,616.85,62409435
21196,2010,COD,646.86,64523263
21197,2011,COD,682.43,66713597
21198,2012,COD,719.82,68978682
21199,2013,COD,767.48,71316033
21200,2014,COD,827.32,73722860
21201,2015,COD,865.1,76196619
21202,2016,COD,868.22,78736153
21203,2017,COD,887.21,81339988
21204,1990,COK,,
21205,1991,COK,,
21206,1992,COK,,
21207,1993,COK,,
21208,1994,COK,,
21209,1995,COK,,
21210,1996,COK,,
21211,1997,COK,,
21212,1998,COK,,
21213,1999,COK,,
21214,2000,COK,,
21215,2001,COK,,
21216,2002,COK,,
21217,2003,COK,,
21218,2004,COK,,
21219,2005,COK,,
21220,2006,COK,,
21221,2007,COK,,
21222,2008,COK,,
21223,2009,COK,,
21224,2010,COK,,
21225,2011,COK,,
21226,2012,COK,,
21227,2013,COK,,
21228,2014,COK,,
21229,2015,COK,,
21230,2016,COK,,
21231,2017,COK,,
21232,1990,COL,4869.16,34271565
21233,1991,COL,5050.72,34916766
21234,1992,COL,5327.89,35558682
21235,1993,COL,5485.5,36195168
21236,1994,COL,5828,36823537
21237,1995,COL,6155.69,37441977
21238,1996,COL,6294.87,38049038
21239,1997,COL,6520.04,38645411
21240,1998,COL,6528.9,39234062
21241,1999,COL,6256.81,39819279
21242,2000,COL,6585.33,40403958
21243,2001,COL,6750.69,40988909
21244,2002,COL,6927.32,41572491
21245,2003,COL,7241.33,42152151
21246,2004,COL,7732.32,42724163
21247,2005,COL,8248.36,43285634
21248,2006,COL,8957.34,43835722
21249,2007,COL,9710.92,44374572
21250,2008,COL,10132.27,44901544
21251,2009,COL,10260.23,45416181
21252,2010,COL,10680,45918097
21253,2011,COL,11496.48,46406646
21254,2012,COL,12058.34,46881475
21255,2013,COL,12725.04,47342981
21256,2014,COL,13395.52,47791911
21257,2015,COL,13827.67,48228697
21258,2016,COL,14165.45,48653419
21259,2017,COL,14552.01,49065615
21260,1990,COM,1034.1,411594
21261,1991,COM,981.59,423872
21262,1992,COM,1058.21,436448
21263,1993,COM,1084.1,449274
21264,1994,COM,1019.25,462277
21265,1995,COM,1048.32,475394
21266,1996,COM,1025.14,488627
21267,1997,COM,1055.91,501953
21268,1998,COM,1052.89,515385
21269,1999,COM,1061.83,528848
21270,2000,COM,1173.82,542357
21271,2001,COM,1198.67,555888
21272,2002,COM,1215.64,569479
21273,2003,COM,1236.17,583211
21274,2004,COM,1264.16,597228
21275,2005,COM,1310.27,611627
21276,2006,COM,1353.52,626425
21277,2007,COM,1367.49,641620
21278,2008,COM,1366.65,657229
21279,2009,COM,1370.47,673252
21280,2010,COM,1383.93,689692
21281,2011,COM,1414.61,706569
21282,2012,COM,1448.43,723868
21283,2013,COM,1487.11,741500
21284,2014,COM,1508.62,759385
21285,2015,COM,1504.72,777424
21286,2016,COM,1521.86,795601
21287,2017,COM,1552.25,813912
21288,1990,CPV,1070.91,341883
21289,1991,CPV,1096.28,349934
21290,1992,CPV,1212.19,359090
21291,1993,CPV,1312.83,369014
21292,1994,CPV,1555.22,379156
21293,1995,CPV,1766.82,389127
21294,1996,CPV,1954.75,398773
21295,1997,CPV,2158.38,408175
21296,1998,CPV,2401.09,417323
21297,1999,CPV,2654.42,426285
21298,2000,CPV,3039.92,435079
21299,2001,CPV,3116.71,443716
21300,2002,CPV,3268.91,452106
21301,2003,CPV,3412.64,460147
21302,2004,CPV,3801.93,467664
21303,2005,CPV,4134.5,474567
21304,2006,CPV,4542.14,480795
21305,2007,CPV,5308.13,486438
21306,2008,CPV,5710.16,491723
21307,2009,CPV,5620.54,496963
21308,2010,CPV,5710.34,502384
21309,2011,CPV,5991.78,508067
21310,2012,CPV,6097.22,513979
21311,2013,CPV,6171.86,520106
21312,2014,CPV,6245.01,526437
21313,2015,CPV,6298.8,532913
21314,2016,CPV,6541.1,539560
21315,2017,CPV,6831.46,546388
21316,1990,CRC,5033.1,3095995
21317,1991,CRC,5200.58,3175649
21318,1992,CRC,5662.42,3257466
21319,1993,CRC,6052.8,3341004
21320,1994,CRC,6299.32,3425690
21321,1995,CRC,6533.19,3510926
21322,1996,CRC,6574.13,3596732
21323,1997,CRC,6893.93,3682725
21324,1998,CRC,7286.41,3767373
21325,1999,CRC,7527.11,3848723
21326,2000,CRC,7829.81,3925443
21327,2001,CRC,8139.81,3996798
21328,2002,CRC,8397.3,4063204
21329,2003,CRC,8793.38,4125971
21330,2004,CRC,9289.5,4187038
21331,2005,CRC,9817,4247841
21332,2006,CRC,10697.46,4308794
21333,2007,CRC,11714.21,4369469
21334,2008,CRC,12329.93,4429508
21335,2009,CRC,12141.93,4488263
21336,2010,CRC,12737.02,4545280
21337,2011,CRC,13397.23,4600474
21338,2012,CRC,14133.69,4654122
21339,2013,CRC,14524.67,4706401
21340,2014,CRC,15140.47,4757575
21341,2015,CRC,15694.62,4807852
21342,2016,CRC,16387.05,4857274
21343,2017,CRC,17044.19,4905769
21344,1990,CRO,,4780000
21345,1991,CRO,,4510000
21346,1992,CRO,,4470000
21347,1993,CRO,,4640000
21348,1994,CRO,,4650000
21349,1995,CRO,7866.65,4669000
21350,1996,CRO,8793.09,4494000
21351,1997,CRO,9369.87,4572000
21352,1998,CRO,9831.25,4501000
21353,1999,CRO,9748.71,4554000
21354,2000,CRO,10753.25,4426000
21355,2001,CRO,11309.03,4440000
21356,2002,CRO,12283.73,4440000
21357,2003,CRO,13121.62,4440000
21358,2004,CRO,14092.6,4439000
21359,2005,CRO,14859.36,4442000
21360,2006,CRO,16927.23,4440000
21361,2007,CRO,18775.02,4436000
21362,2008,CRO,20246.99,4434508
21363,2009,CRO,19447.29,4429078
21364,2010,CRO,19239.75,4417781
21365,2011,CRO,20750.44,4280622
21366,2012,CRO,21163,4267558
21367,2013,CRO,21779.98,4255689
21368,2014,CRO,22057.01,4238389
21369,2015,CRO,22723.61,4203604
21370,2016,CRO,23710.41,4174349
21371,2017,CRO,25264.44,4125700
21372,1990,CUB,,10582081
21373,1991,CUB,,10663585
21374,1992,CUB,,10733363
21375,1993,CUB,,10794135
21376,1994,CUB,,10850585
21377,1995,CUB,,10906043
21378,1996,CUB,,10961012
21379,1997,CUB,,11013983
21380,1998,CUB,,11064097
21381,1999,CUB,,11110004
21382,2000,CUB,,11150736
21383,2001,CUB,,11186542
21384,2002,CUB,,11217998
21385,2003,CUB,,11244885
21386,2004,CUB,,11266941
21387,2005,CUB,,11284253
21388,2006,CUB,,11296233
21389,2007,CUB,,11303687
21390,2008,CUB,,11309754
21391,2009,CUB,,11318602
21392,2010,CUB,,11333051
21393,2011,CUB,,11354651
21394,2012,CUB,,11382146
21395,2013,CUB,,11412167
21396,2014,CUB,,11439767
21397,2015,CUB,,11461432
21398,2016,CUB,,11475982
21399,2017,CUB,,11484636
21400,1990,CYP,13179,766614
21401,1991,CYP,13367.81,783129
21402,1992,CYP,14565.06,800609
21403,1993,CYP,14657.71,818751
21404,1994,CYP,15528.34,837110
21405,1995,CYP,16885.68,855384
21406,1996,CYP,17099.7,873423
21407,1997,CYP,17857.16,891192
21408,1998,CYP,18935.01,908704
21409,1999,CYP,19881.06,926050
21410,2000,CYP,21709.16,943286
21411,2001,CYP,23263.43,960282
21412,2002,CYP,23964.76,976966
21413,2003,CYP,24300.46,993563
21414,2004,CYP,26082.76,1010410
21415,2005,CYP,28169.56,1027658
21416,2006,CYP,30482.61,1045509
21417,2007,CYP,32993.28,1063712
21418,2008,CYP,34823.65,1081563
21419,2009,CYP,33882.1,1098076
21420,2010,CYP,33263.02,1112607
21421,2011,CYP,33192.59,1124835
21422,2012,CYP,31914.62,1135062
21423,2013,CYP,30620.71,1143896
21424,2014,CYP,30383.51,1152309
21425,2015,CYP,31523.93,1160985
21426,2016,CYP,32707.87,1170125
21427,2017,CYP,34503.47,1179551
21428,1990,CZE,12666.46,10333355
21429,1991,CZE,11595.7,10308578
21430,1992,CZE,11787.9,10319123
21431,1993,CZE,12063.29,10329855
21432,1994,CZE,12673.86,10333587
21433,1995,CZE,13751.56,10327253
21434,1996,CZE,14580.27,10315241
21435,1997,CZE,14723.83,10304131
21436,1998,CZE,14894.23,10294373
21437,1999,CZE,15324.11,10283860
21438,2000,CZE,16188.23,10255063
21439,2001,CZE,17569.11,10216605
21440,2002,CZE,18189.23,10196916
21441,2003,CZE,19424.75,10193998
21442,2004,CZE,20806.61,10197101
21443,2005,CZE,21956.38,10211216
21444,2006,CZE,23779.57,10238905
21445,2007,CZE,26120.38,10298828
21446,2008,CZE,27844.8,10384603
21447,2009,CZE,27594.35,10443936
21448,2010,CZE,27694.4,10474410
21449,2011,CZE,28797.42,10496088
